中 B-name
6 O
7 O
1 O
的 O
规 O
定 O
进 O
行 O
试 O
验 O
7 O
检 O
验 O
规 O
则 O
检 O
验 O
分 O
出 O
厂 O
检 O
验 O
和 O
型 O
式 O
检 O
验 O
7 O
. O
1 O
组 O
批 O
7 O
. O
1 O
. O
1 O
管 O
材 O
同 O
一 O
批 O
原 O
料 O
、 O
同 O
一 O
规 O
格 O
连 O
续 O
生 O
产 O
的 O
管 O
材 O
作 O
为 O
一 O
批 O
， O
每 O
批 O
数 O
量 O
不 O
超 O
过 O
5 O
0 O
t O
生 O
产 O
7 O
d O
尚 O
不 O
足 O
5 O
0 O
t O
时 O
， O
则 O
以 O
7 O
d O
产 O
量 O
为 O
一 O
批 O
7 O
. O
1 O
. O
2 O
管 O
件 O
同 O
一 O
批 O
原 O
料 O
、 O
同 O
一 O
生 O
产 O
工 O
艺 O
、 O
同 O
一 O
规 O
格 O
连 O
续 O
生 O
产 O
的 O
管 O
件 O
作 O
为 O
一 O
批 O
每 O
批 O
数 O
量 O
不 O
超 O
过 O
1 O
0 O
0 O
0 O
0 O
件 O
； O
当 O
生 O
产 O
7 O
d O
仍 O
不 O
足 O
批 O
量 O
时 O
， O
以 O
7 O
d O
产 O
量 O
为 O
一 O
批 O
7 O
. O
1 O
. O
3 O
一 O
次 O
交 O
付 O
可 O
由 O
一 O
批 O
或 O
多 O
批 O
组 O
成 O
， O
交 O
付 O
时 O
注 O
明 O
批 O
号 O
同 O
一 O
个 O
交 O
付 O
批 O
号 O
产 O
品 O
为 O
交 O
付 O
检 O
验 O
批 O
7 O
. O
2 O
出 O
厂 O
检 O
验 O
7 O
. O
2 O
. O
1 O
产 O
品 O
需 O
经 O
生 O
产 O
厂 O
质 O
量 O
检 O
验 O
部 O
门 O
检 O
验 O
合 O
格 O
并 O
附 O
有 O
合 O
格 O
证 O
后 O
方 O
可 O
出 O
厂 O
7 O
. O
2 O
. O
2 O
检 O
验 O
项 O
目 O
7 O
. O
2 O
. O
2 O
. O
1 O
管 O
材 O
管 O
材 O
出 O
厂 O
检 O
验 O
项 O
目 O
为 O
5 O
. O
1 O
. O
1 O
、 O
5 O
. O
2 O
. O
1 O
和 O
表 O
5 O
中 O
静 O
液 O
压 O
强 O
度 O
（ O
8 O
0 O
℃ O
， O
1 O
6 O
5 O
h O
） O
、 O
内 O
管 O
热 O
稳 O
定 O
性 O
（ O
氧 O
化 O
诱 O
导 O
时 O
间 O
） O
和 O
内 O
管 O
熔 O
体 O
质 O
量 O
流 O
动 O
速 O
率 O
管 O
材 O
外 O
观 O
、 O
尺 O
寸 O
按 O
G O
B O
／ O
T O
2 O
8 O
2 O
8 O
. O
1 O
采 O
用 O
正 O
常 O
检 O
验 O
一 O
次 O
抽 O
样 O
方 O
案 O
， O
取 O
一 O
般 O
检 O
验 O
水 O
平 O
I O
， O
接 O
收 O
质 O
量 O
限 O
（ O
A O
Q O
L O
） O
6 O
. O
5 O
， O
见 O
表 O
7 O
7 O
. O
2 O
. O
2 O
. O
2 O
管 O
件 O
管 O
件 O
出 O
厂 O
检 O
验 O
项 O
目 O
为 O
5 O
. O
1 O
. O
2 O
、 O
5 O
. O
2 O
. O
2 O
和 O
表 O
6 O
中 O
静 O
液 O
压 O
强 O
度 O
（ O
8 O
0 O
℃ O
， O
1 O
6 O
5 O
h O
） O
和 O
热 O
稳 O
定 O
性 O
（ O
氧 O
化 O
诱 O
导 O
时 O
间 O
） O
管 O
件 O
外 O
观 O
、 O
尺 O
寸 O
按 O
G O
B O
／ O
T O
2 O
8 O
2 O
8 O
. O
1 O
采 O
用 O
正 O
常 O
检 O
验 O
一 O
次 O
抽 O
样 O
方 O
案 O
， O
取 O
一 O
般 O
检 O
验 O
水 O
平 O
I O
， O
接 O
收 O
质 O
量 O
限 O
（ O
A O
Q O
L O
） O
6 O
. O
5 O
， O
见 O
表 O
7 O
a O
） O
新 O
产 O
品 O
的 O
试 O
制 O
定 O
型 O
鉴 O
定 O
； O
b O
） O
正 O
式 O
生 O
产 O
后 O
， O
若 O
结 O
构 O
、 O
材 O
料 O
、 O
工 O
艺 O
有 O
较 O
大 O
改 O
变 O
， O
可 O
能 O
影 O
响 O
产 O
品 O
性 O
能 O
时 O
； O
c O
） O
停 O
产 O
半 O
年 O
以 O
上 O
， O
恢 O
复 O
生 O
产 O
时 O
； O
d O
） O
出 O
厂 O
检 O
验 O
结 O
果 O
与 O
上 O
次 O
型 O
式 O
检 O
验 O
有 O
较 O
大 O
差 O
异 O
时 O
7 O
. O
3 O
. O
2 O
型 O
式 O
检 O
验 O
的 O
项 O
目 O
为 O
本 O
标 O
准 O
第 O
5 O
章 O
规 O
定 O
的 O
技 O
术 O
内 O
容 O
7 O
. O
3 O
. O
3 O
型 O
式 O
检 O
验 O
中 O
产 O
品 O
若 O
液 O
压 O
试 O
验 O
不 O
合 O
格 O
， O
则 O
型 O
式 O
试 O
验 O
不 O
合 O
格 O
， O
其 O
他 O
项 O
目 O
有 O
一 O
项 O
不 O
合 O
格 O
应 O
加 O
倍 O
抽 O
样 O
， O
对 O
不 O
合 O
格 O
项 O
目 O
进 O
行 O
复 O
测 O
， O
复 O
测 O
后 O
仍 O
有 O
不 O
合 O
格 O
则 O
型 O
式 O
检 O
验 O
不 O
合 O
格 O
8 O
标 O
志 O
、 O
包 O
装 O
、 O
运 O
输 O
和 O
贮 O
存 O
8 O
. O
1 O
标 O
志 O
产 O
品 O
应 O
有 O
永 O
久 O
性 O
标 O
志 O
8 O
. O
1 O
. O
1 O
管 O
材 O
标 O
志 O
每 O
根 O
管 O
材 O
上 O
应 O
有 O
完 O
整 O
标 O
志 O
， O
标 O
志 O
间 O
距 O
不 O
应 O
大 O
于 O
2 O
m O
， O
标 O
志 O
至 O
少 O
应 O
有 O
下 O
列 O
内 O
容 O
： O
a O
） O
商 O
标 O
； O
b O
） O
公 O
称 O
直 O
径 O
； O
c O
） O
“ O
燃 O
气 O
” O
和 O
“ O
G O
A O
S O
” O
字 O
样 O
； O
d O
） O
本 O
标 O
准 O
号 O
； O
e O
) O
) O
生 O
产 O
日 O
期 O
或 O
生 O
产 O
批 O
号 O
8 O
. O
1 O
. O
2 O
管 O
件 O
标 O
志 O
管 O
件 O
标 O
志 O
至 O
少 O
应 O
有 O
下 O
列 O
内 O
容 O
： O
a O
） O
商 O
标 O
； O
b O
） O
公 O
称 O
直 O
径 O
； O
c O
） O
材 O
料 O
和 O
级 O
别 O
8 O
. O
2 O
包 O
装 O
管 O
材 O
应 O
按 O
相 O
同 O
类 O
别 O
和 O
规 O
格 O
包 O
装 O
捆 O
扎 O
、 O
封 O
口 O
， O
也 O
可 O
根 O
据 O
用 O
户 O
要 O
求 O
协 O
商 O
确 O
定 O
一 O
般 O
情 O
况 O
下 O
每 O
个 O
包 O
装 O
质 O
量 O
不 O
应 O
超 O
过 O
4 O
5 O
k O
g O
管 O
件 O
应 O
按 O
相 O
同 O
类 O
别 O
和 O
规 O
格 O
采 O
用 O
纸 O
箱 O
包 O
装 O
管 O
材 O
、 O
管 O
件 O
包 O
装 O
至 O
少 O
应 O
有 O
下 O
列 O
内 O
容 O
： O
a O
） O
生 O
产 O
厂 O
名 O
和 O
厂 O
址 O
； O
b O
） O
商 O
标 O
和 O
产 O
品 O
名 O
称 O
； O
c O
） O
公 O
称 O
直 O
径 O
； O
d O
） O
本 O
标 O
准 O
号 O
； O
e O
） O
生 O
产 O
日 O
期 O
或 O
生 O
产 O
批 O
号 O
8 O
. O
3 O
运 O
输 O
管 O
材 O
、 O
管 O
件 O
在 O
运 O
输 O
时 O
， O
不 O
应 O
暴 O
晒 O
、 O
抛 O
摔 O
、 O
重 O
压 O
和 O
磕 O
碰 O
8 O
. O
4 O
贮 O
存 O
管 O
材 O
、 O
管 O
件 O
应 O
保 O
存 O
在 O
库 O
房 O
内 O
， O
合 O
理 O
堆 O
放 O
， O
远 O
离 O
热 O
源 O
及 O
化 O
学 O
品 O
污 O
染 O
地 O
， O
不 O
应 O
露 O
天 O
存 O
放 O
， O
堆 O
放 O
高 O
度 O
不 O
应 O
超 O
过 O
1 O
. O
5 O
m O
